ROD_CISLO,MENO,PRIEZVISKO,ULICA,PSC
745226/1217,Ivana,Jakabová,Kováciková 497,96001
765525/7545,Lea,Dusíková,Jakabová 294,01001
675411/1254,Zlatica,Martánová,Balogová 775,05801
905512/3401,Marcela,Holíceková,Trlíková 943,04001
516210/7658,Miloslava,Pavlíková,Palovicová 177,97101
755226/3127,Beáta,Pucherová,Bezáková 833,95801
655919/4022,Libuša,Ondrášová,Koceková 49,97101
895526/5499,Ida,Lojová,Cerníková 574,05801
595203/5119,Zlatica,Maceková,Tomaneková 168,97401
805319/8682,Sona,Marcinová,Pavlíková 884,96001
875313/4529,Mária,Kozmonová,Kovácová 7,96001
976113/9474,Daniela,Karulová,Skokanová 767,05801
985808/7423,Natália,Jakabová,Jurovicová 75,95801
516019/9652,Miroslava,Cajkovicová,Gálisová 957,04001
615612/9599,Natália,Tušová,Nováková 609,03861
675208/8313,Zora,Simonová,Gálisová 397,97401
775228/2053,Júlia,Skokanová,Puškárová 715,97101
845903/7674,Lenka,Abrahámová,Pavelová 221,03601
555311/7422,Vlasta,Tušová,Cígerová 959,96001
755102/1901,Sona,Finková,Pucherová 274,90101
955327/8403,Ivana,Hliníková,Maceková 792,08001
915327/5984,Sona,Papová,Pavlíková 558,03861
865412/9736,Elena,Klapacová,Mráziková 986,90101
605626/9656,Karina,Dullová,Fischerová 336,95801
765104/9391,Miroslava,Hudáková,Richtárová 211,96901
545422/6171,Nina,Kováciková,Pucherová 801,96001
795814/8139,Drahomíra,Kyselová,Bartošová 300,96001
525408/8101,Alena,Tatárová,Hanaková 285,03601
955911/6574,Veronika,Hanaková,Simonová 135,08001
515623/2732,Ivana,Rosová,Tóthová 561,01001
845324/6362,Zoja,Lojová,Molnárová 620,04001
775106/3479,Iveta,Cerníková,Luptáková 579,96901
555521/4767,Ema,Lojová,Finková 989,95801
935926/2405,Alica,Holíceková,Cígerová 307,91101
715323/2679,Lenka,Hliníková,Jánošová 307,96001
625713/8549,Vlasta,Danová,Koceková 32,96901
766111/8650,Tatiana,Martánová,Klapacová 252,05801
705423/4431,Jana,Finková,Sklárová 882,08001
825412/5923,Paulína,Marcinová,Hanaková 801,96901
705323/5441,Romana,Ondrášová,Oláhová 299,01001
735415/1650,Beáta,Farkašová,Kyselová 754,01001
545228/3936,Nataša,Pavlíková,Jurovicová 418,97101
795224/3881,Lenka,Dullová,Kováciková 834,90101
736215/5168,Elena,Zubeková,Poláková 938,97401
695126/6193,Veronika,Maceková,Pavlíková 237,97101
795805/5102,Martina,Poláková,Tomaneková 523,01001
515111/3956,Zora,Nováková,Kozmonová 767,08001
525219/2675,Veronika,Hliníková,Balážová 462,95801
705916/7256,Viera,Pavlíková,Lukácová 72,01001
505205/5634,Jana,Lojová,Puškárová 149,04001
875516/8201,Ingrida,Konrádová,Kovácová 8,90101
745325/5296,Monika,Richtárová,Skokanová 842,08001
895113/6907,Bohuslava,Hudáková,Chovanová 786,97401
676108/3879,Vlasta,Heretiková,Sklárová 526,97101
625411/7469,Alica,Kováciková,Poláková 559,91101
556221/3176,Ema,Maceková,Pucherová 467,96001
715108/8022,Karolína,Richtárová,Martánová 639,97401
506105/5981,Beáta,Kyselová,Kyselová 121,01001
615128/7965,Nikola,Puškárová,Dullová 503,01001
595120/9882,Erika,Chovanová,Horváthová 87,96901
795911/4374,Nina,Koceková,Kocová 205,01001
555605/4226,Diana,Danová,Kozmonová 211,96001
565611/3687,Veronika,Nováková,Pucherová 795,03861
965219/3387,Natália,Balogová,Bezáková 770,91101
795422/2691,Eva,Hliníková,Vencelová 196,03601
955901/2614,Tatiana,Lukácová,Nováková 7,04001
695620/5090,Lenka,Abrahámová,Gajdošová 437,04001
905110/1406,Blažena,Farkašová,Chovanová 489,97101
975503/9946,Sofia,Jurášová,Mikuláková 255,97401
635122/6262,Beáta,Karulová,Hostáková 170,05801
865517/3937,Drahomíra,Finková,Hudáková 721,90101
805907/6814,Romana,Zipserová,Hudáková 373,05801
705326/6750,Jana,Kufová,Finková 114,95801
835523/7875,Beáta,Holíceková,Poláková 397,95801
755601/9734,Ingrida,Klapacová,Dullová 970,08001
525623/9043,Linda,Valachová,Abrahámová 940,90101
816124/1378,Dominika,Mikuláková,Nováková 696,90101
646105/1550,Nina,Pavlíková,Jakabová 702,04001
585809/9113,Jana,Horváthová,Finková 37,08001
815425/7094,Vlasta,Danová,Hudáková 449,03601
805206/3241,Marcela,Poláková,Heretiková 877,04001
825816/8271,Iveta,Gajdošová,Farkašová 782,96001
786225/2587,Nina,Cajkovicová,Hliníková 537,96001
615227/2611,Vanesa,Tatárová,Rosová 799,05801
985428/5207,Tatiana,Oláhová,Vencelová 479,08001
805716/3274,Dominika,Martánová,Bakošová 200,95801
975320/2988,Beáta,Rosová,Holíceková 898,03861
605809/1757,Kristína,Hliníková,Zipserová 464,08001
715902/3594,Matilda,Bakošová,Martánová 659,03601
885327/1492,Daniela,Havranová,Chovanová 946,01001
855421/3110,Silvia,Tatárová,Nováková 846,95801
945816/1253,Miriama,Tatárová,Kocová 177,08001
846011/7665,Dáša,Dullová,Nováková 84,90101
785822/3898,Vlasta,Abrahámová,Martinová 603,03861
895114/9974,Daniela,Šimová,Puškárová 742,05801
876012/2094,Bohdana,Žigmundová,Jánošová 381,91101
555124/4034,Sona,Svrbíková,Danová 565,05801
505915/6225,Zita,Abrahámová,Nováková 778,03861
735320/1346,Nina,Havranová,Kozmonová 164,05801
686101/6047,Valentína,Maceková,Havranová 777,91101
555712/3395,Alena,Tušová,Nováková 599,03601
585306/8414,Nina,Bakošová,Oláhová 168,96901
606104/1376,Romana,Fischerová,Hudáková 882,91101
895819/6406,Eva,Balážová,Žigmundová 604,04001
815214/6684,Silvia,Murinová,Mráziková 63,95801
875210/8555,Veronika,Chovanová,Molnárová 572,91101
506004/5998,Lucia,Valachová,Trlíková 390,96001
675501/8031,Svetlana,Hudáková,Rosová 9,90101
746103/8911,Vanesa,Dullová,Puškárová 575,97101
835425/8976,Jana,Urbanová,Cígerová 786,96901
565428/9192,Daniela,Zubeková,Tušová 205,03601
826224/8714,Malvína,Jurášová,Klapacová 990,03601
595328/9734,Vlasta,Hudáková,Kyselová 467,96001
986126/7750,Natália,Papová,Molnárová 531,01001
515723/1568,Lenka,Kolníková,Kováciková 75,90101
866222/7146,Zita,Balogová,Kocová 719,97101
645705/6794,Daniela,Tušová,Konrádová 963,91101
536217/2072,Valentína,Farkašová,Rosová 391,96901
636128/5671,Alica,Ondrášová,Mikuláková 914,96001
675708/5489,Sona,Mikuláková,Galíková 22,96901
916014/5122,Irena,Finková,Maderová 363,90101
555410/5258,Eva,Jurovicová,Murinová 559,96901
666214/1160,Romana,Urbanová,Cerníková 310,05801
535701/1540,Karolína,Marcinová,Nováková 447,01001
675228/1749,Sára,Martánová,Jurovicová 763,05801
865205/9591,Agáta,Klapacová,Konrádová 899,95801
615504/4247,Veronika,Balážová,Kocová 389,97101
725308/9141,Veronika,Svrbíková,Fischerová 32,95801
525808/3906,Mária,Rosová,Pavelová 298,96901
655126/9855,Zoja,Karulová,Koceková 133,90101
845717/6373,Jana,Balogová,Hudáková 774,01001
665925/1252,Bohdana,Hudáková,Bakošová 315,97401
965406/6833,Laura,Jakabová,Cígerová 244,03601
906108/5215,Jana,Balogová,Nováková 728,01001
985421/7010,Vlasta,Karulová,Lukácová 649,03861
506005/1309,Natália,Puškárová,Bakošová 241,96901
695928/8921,Veronika,Mráziková,Nováková 616,97101
835419/3362,Ivana,Kollárová,Orlíková 841,03861
715722/9237,Lea,Nováková,Horváthová 419,08001
955628/7206,Natália,Vencelová,Tomaneková 163,08001
895308/4193,Zita,Nezvalová,Svrbíková 896,04001
615209/9614,Paulína,Chovanová,Nováková 345,01001
725403/9469,Patrícia,Maceková,Heretiková 118,97401
855225/8409,Nataša,Koceková,Bartošová 285,03861
986024/2154,Dominika,Ondrášová,Gálisová 679,01001
945105/7944,Alica,Trlíková,Balogová 994,03601
895127/8080,Gabriela,Jurovicová,Vencelová 700,03861
885412/1227,Milena,Mráziková,Maceková 706,90101
806006/7732,Lucia,Dullová,Hanaková 545,03601
735722/9405,Lenka,Kovácová,Pavelová 74,04001
715406/4237,Nina,Hliníková,Lukácová 149,95801
655216/3173,Sára,Nováková,Havranová 967,03601
906225/2560,Renáta,Dullová,Kyselová 581,03861
535504/9244,Lenka,Hudáková,Hudáková 768,05801
685621/8153,Žaneta,Némethová,Gajdošová 631,96001
655820/5454,Zlatica,Tatárová,Markovicová 615,91101
675123/5127,Žofia,Balogová,Valachová 11,90101
536014/3432,Bohuslava,Balážová,Tomaneková 770,03861
505612/8031,Eva,Dullová,Poláková 340,03601
735420/9771,Katarína,Hudáková,Pavlíková 170,03601
785316/5563,Ela,Nováková,Martánová 60,96901
876016/3772,Marta,Bakošová,Lojová 546,91101
735217/2762,Zita,Havranová,Nováková 566,08001
766217/9108,Vanesa,Tomaneková,Lojová 842,08001
955608/9620,Lenka,Zajacová,Balážová 656,95801
795612/8013,Katarína,Pavlíková,Martánová 465,95801
916015/2765,Sona,Kollárová,Nezvalová 880,04001
825322/2318,Vanesa,Jurášová,Richtárová 208,01001
965418/8885,Nikola,Heretiková,Tušová 11,05801
855315/9330,Natália,Jánošová,Abrahámová 833,95801
845613/3565,Gabriela,Karulová,Zipserová 410,95801
905407/9076,Eleonóra,Rosová,Finková 470,03861
826221/4554,Zuzana,Luptáková,Poláková 406,03601
685819/9789,Lenka,Galíková,Nováková 808,05801
976026/8916,Nina,Rosová,Žigmundová 547,97101
595415/8188,Sona,Zipserová,Maderová 460,03861
526004/2958,Andrea,Molnárová,Oláhová 204,90101
515516/9457,Lea,Markovicová,Koceková 818,03861
765227/2597,Perla,Balogová,Dullová 266,04001
836002/3246,Ivana,Jánošová,Hudáková 209,08001
576213/3494,Michaela,Zajacová,Pucherová 488,97401
975603/5828,Viera,Chovanová,Rosová 393,04001
875904/7669,Natália,Galíková,Valachová 867,03861
515225/6722,Lenka,Farkašová,Pucherová 688,04001
705119/8429,Zlatica,Svrbíková,Danová 596,04001
935207/2222,Ema,Finková,Galíková 791,91101
915719/2316,Vanesa,Danová,Zajacová 32,97401
586209/3802,Anna,Tušová,Žigmundová 819,91101
736021/5382,Sára,Oláhová,Zipserová 996,96001
595607/6804,Simona,Šimová,Farkašová 45,91101
936126/3546,Eva,Bakošová,Bezáková 89,08001
826203/6328,Ela,Richtárová,Zubeková 547,95801
876007/9781,Monika,Simonová,Cajkovicová 351,05801
846103/1847,Lenka,Puškárová,Holíceková 618,08001
836016/4720,Zora,Kozmonová,Marcinová 100,04001
965627/1552,Alica,Urbanová,Urbanová 291,03601
826220/8471,Nina,Kollárová,Rosová 915,03861
986106/6388,Alexandra,Kozmonová,Mráziková 522,97401
705216/3354,Lenka,Kyselová,Balážová 689,96901
686113/4249,Eva,Hanaková,Chovanová 224,97401
676222/9337,Sona,Pavlíková,Balážová 950,05801
895224/7207,Katarína,Cígerová,Puškárová 240,04001
536118/8158,Agáta,Mráziková,Hanaková 130,97401
985313/8786,Natália,Kufová,Bakošová 241,08001
795703/2981,Tatiana,Svrbíková,Svrbíková 866,91101
665913/3665,Lenka,Dusíková,Zajacová 439,91101
665703/8572,Alena,Gajdošová,Galíková 456,03861
776011/7100,Katarína,Kocová,Danová 288,97401
526220/5680,Lenka,Žigmundová,Papová 980,03601
805822/3175,Vilma,Lojová,Molnárová 502,03861
865316/4813,Romana,Zipserová,Cajkovicová 383,91101
856122/1662,Anežka,Kolníková,Pavlíková 727,97101
515701/2480,Sona,Skokanová,Vencelová 628,05801
765221/2065,Antónia,Hanaková,Luptáková 190,03601
845919/5924,Tatiana,Tóthová,Palovicová 904,97101
645306/8996,Alica,Nezvalová,Kollárová 386,95801
545923/9749,Lenka,Jurovicová,Dullová 17,08001
985224/3651,Zlatica,Marcinová,Móricová 188,03601
945502/9253,Jana,Nezvalová,Maceková 15,97101
805712/3985,Lenka,Gajdošová,Šimová 388,96901
576122/7383,Marcela,Dullová,Simonová 350,01001
755127/5293,Etela,Nováková,Mráziková 985,08001
645108/6457,Sára,Trlíková,Klapacová 48,96001
785902/4492,Lujza,Balogová,Puškárová 647,91101
666216/6238,Natália,Heretiková,Havranová 823,03601
986126/2552,Natália,Havranová,Palovicová 203,04001
896218/3074,Tamara,Svrbíková,Mikuláková 138,05801
705601/4909,Libuša,Finková,Hliníková 705,95801
746022/2055,Natália,Papová,Cerníková 442,97101
895727/3016,Petra,Fischerová,Farkašová 226,05801
885803/9093,Tatiana,Kyselová,Zubeková 523,90101
745619/8432,Vanda,Nováková,Cígerová 578,01001
535514/6713,Bohdana,Orlíková,Šimová 457,91101
836125/9049,Eva,Farkašová,Jurášová 598,96001
776001/5843,Vlasta,Gálisová,Bezáková 589,03601
626107/9892,Lenka,Kocová,Dusíková 488,08001
995325/4836,Žofia,Murinová,Fischerová 673,97101
545918/7503,Vilma,Tóthová,Jurovicová 554,95801
585313/9382,Blažena,Maderová,Karulová 60,96901
826116/7711,Lenka,Kyselová,Bakošová 616,03861
876204/4249,Anežka,Oláhová,Balážová 411,91101
996214/2615,Milena,Lojová,Jakabová 744,03601
716026/9663,Dana,Mráziková,Galíková 626,96901
515625/9010,Marcela,Jánošová,Koceková 414,03601
895115/6906,Veronika,Chovanová,Tóthová 705,96901
836128/1207,Perla,Rosová,Sklárová 790,05801
805525/3575,Eva,Havranová,Chovanová 84,01001
725503/2196,Katarína,Chovanová,Tušová 502,95801
635814/3846,Helena,Jánošová,Bezáková 660,95801
645519/9040,Jarmila,Kozmonová,Klapacová 788,05801
655712/2512,Agáta,Havranová,Cígerová 668,97401
686215/4104,Darina,Tatárová,Lojová 142,90101
875208/2722,Linda,Urbanová,Havranová 384,95801
605204/4029,Eleonóra,Nezvalová,Markovicová 276,04001
825703/5369,Nikola,Orlíková,Vencelová 684,97401
975907/5944,Jana,Oláhová,Kyselová 667,03861
606028/9345,Vlasta,Bezáková,Galíková 61,97101
565726/4982,Miriama,Poláková,Bakošová 800,03861
545309/9202,Veronika,Markovicová,Havranová 196,96901
745808/7280,Tatiana,Nováková,Urbanová 350,03601
595414/1996,Viktória,Tóthová,Koceková 893,91101
905117/7678,Veronika,Mikuláková,Pavelová 255,03601
655210/5985,Miriama,Kolníková,Martinová 635,01001
705826/9600,Zoja,Koceková,Richtárová 200,97401
565924/6079,Anna,Konrádová,Marcinová 503,01001
555606/2738,Romana,Rosová,Kolníková 489,03601
865215/8273,Sona,Karulová,Tatárová 571,95801
806212/9190,Alica,Farkašová,Jurovicová 841,03601
515819/9383,Tatiana,Maceková,Móricová 411,96001
775602/7523,Lenka,Ondrášová,Nezvalová 93,03861
925106/7159,Veronika,Lojová,Lukácová 781,96901
825707/2076,Anežka,Dullová,Valachová 607,96001
686204/1951,Eva,Bezáková,Galíková 363,96901
795528/6087,Lenka,Tomaneková,Mikuláková 808,01001
955816/5840,Veronika,Chovanová,Farkašová 109,03861
976213/5798,Sona,Papová,Maceková 781,97101
956207/7427,Libuša,Šimová,Žigmundová 696,05801
635907/1343,Sofia,Hanaková,Hliníková 882,03861
905628/7174,Katarína,Nováková,Danová 245,97101
965601/6039,Sona,Molnárová,Orlíková 869,96001
666106/4733,Nina,Kyselová,Maceková 881,96001
945416/8820,Tatiana,Bezáková,Havranová 994,96001
975514/4155,Nina,Palovicová,Holíceková 904,96901
915712/6684,Alica,Luptáková,Finková 754,90101
575622/6157,Ela,Žigmundová,Maderová 712,05801
965714/3087,Bohdana,Hanaková,Zipserová 392,01001
536108/2213,Eliška,Holíceková,Sklárová 494,96901
855212/9476,Malvína,Konrádová,Tóthová 998,08001
836119/2167,Marcela,Nováková,Martánová 282,90101
965207/1869,Mária,Nováková,Žigmundová 410,95801
635226/6407,Eva,Poláková,Koceková 274,03601
895304/5029,Tatiana,Murinová,Nováková 992,95801
516102/2052,Kristína,Balážová,Martánová 313,03861
775907/3161,Miriama,Bakošová,Valachová 44,91101
886009/5912,Natália,Lojová,Pavelová 580,96901
505127/1426,Nina,Dusíková,Maderová 799,03601
826213/7637,Katarína,Nováková,Lojová 788,90101
605304/6322,Alica,Marcinová,Fischerová 587,91101
805112/7798,Vlasta,Kufová,Kováciková 159,91101
545727/5963,Lenka,Hostáková,Holíceková 575,91101
665218/3239,Ema,Pucherová,Kocová 805,01001
535108/3066,Daniela,Bartošová,Richtárová 368,03861
565518/3983,Zoja,Pavelová,Cajkovicová 168,05801
505615/8004,Nina,Maderová,Balogová 937,97401
825604/7590,Ela,Valachová,Zipserová 202,01001
775116/4125,Lucia,Kyselová,Maderová 360,08001
875208/6447,Petra,Skokanová,Martinová 806,03601
805626/1630,Lenka,Kovácová,Hudáková 255,96901
745219/8877,Natália,Martinová,Nováková 79,91101
955911/1917,Katarína,Svrbíková,Némethová 941,96001
885726/9187,Sofia,Jurášová,Nováková 898,91101
966123/2565,Lenka,Murinová,Papová 975,05801
985411/9246,Dorota,Havranová,Havranová 298,96001
506203/7866,Vlasta,Tomaneková,Kovácová 795,03601
545716/5751,Simona,Némethová,Jakabová 384,08001
955708/8082,Jarmila,Markovicová,Valachová 646,08001
625617/3714,Irena,Fischerová,Bartošová 237,96001
785928/4856,Monika,Palovicová,Sklárová 709,96901
565916/9805,Dana,Móricová,Gálisová 71,03861
515710/9486,Lenka,Sklárová,Nováková 859,97401
635306/9552,Eva,Mikuláková,Ondrášová 7,03601
945409/4378,Vlasta,Orlíková,Hostáková 625,97101
585123/4159,Monika,Tatárová,Ondrášová 788,08001
876212/4843,Sona,Dullová,Némethová 409,95801
996209/7760,Veronika,Jakabová,Holíceková 617,03601
786012/1453,Andrea,Luptáková,Kováciková 564,95801
765622/4032,Ela,Murinová,Martánová 454,01001
925621/5788,Silvia,Poláková,Zubeková 625,03861
895324/8778,Jana,Cerníková,Pavlíková 816,04001
695803/7887,Vladimíra,Marcinová,Nováková 486,91101
786210/5433,Diana,Zipserová,Kozmonová 688,97101
835801/5701,Žofia,Lukácová,Šimová 23,08001
845511/3031,Jana,Tušová,Kufová 77,04001
866113/6197,Gabriela,Balážová,Dullová 854,96901
845708/1142,Iveta,Tatárová,Karulová 587,97401
626027/3253,Vladimíra,Galíková,Richtárová 247,03861
646105/1227,Anežka,Balážová,Gálisová 565,05801
875324/4692,Zlatica,Skokanová,Martánová 102,95801
655620/7517,Diana,Zajacová,Kovácová 133,96901
735308/4262,Ela,Holíceková,Jurovicová 969,91101
865220/9304,Miriama,Konrádová,Jurovicová 307,04001
935108/3548,Eva,Cajkovicová,Kocová 140,90101
585320/9829,Ivana,Pucherová,Nováková 223,91101
925527/8874,Veronika,Jurovicová,Martinová 380,95801
935308/7404,Romana,Ondrášová,Trlíková 379,91101
845721/6003,Monika,Konrádová,Lojová 417,96901
536210/3810,Antónia,Zipserová,Hanaková 593,03861
705806/4536,Vladimíra,Cígerová,Heretiková 28,01001
626015/6944,Milena,Richtárová,Abrahámová 623,95801
945522/7312,Anastázia,Gálisová,Lojová 265,91101
655327/1578,Alica,Chovanová,Lojová 105,01001
786227/1597,Terézia,Holíceková,Markovicová 579,96001
705409/6755,Etela,Bezáková,Mikuláková 612,95801
616017/9592,Anna,Balogová,Markovicová 425,04001
515318/4058,Milena,Chovanová,Holíceková 868,03601
875727/9333,Vlasta,Rosová,Papová 139,97101
985911/5104,Nina,Dullová,Horváthová 365,05801
516028/9874,Nataša,Oláhová,Bakošová 64,04001
906005/9065,Lenka,Kolníková,Balogová 317,97401
705803/2574,Bohdana,Gálisová,Dusíková 257,97401
756110/5686,Bohuslava,Sklárová,Tóthová 232,97401
505315/6411,Tatiana,Konrádová,Konrádová 822,96001
615805/7022,Malvína,Bezáková,Skokanová 212,90101
535820/4278,Libuša,Martánová,Dullová 698,08001
756111/2887,Veronika,Nezvalová,Maceková 989,91101
525322/4805,Sofia,Nováková,Kováciková 54,90101
675122/7517,Vanesa,Orlíková,Tatárová 904,97101
685121/8114,Silvia,Cerníková,Nováková 833,97401
895520/6214,Martina,Danová,Skokanová 437,04001
936107/2147,Irena,Balogová,Nováková 762,96901
736027/2521,Sona,Trlíková,Holíceková 68,04001
836214/7205,Lenka,Kováciková,Zajacová 649,95801
696127/8576,Romana,Vencelová,Karulová 652,03861
